613,185
705,144
720,842
687,114
733,924
212,292
879,346
963,830
735,939
811,249
992,31
176,630
887,927
510,506
939,251
303,684
377,571
200,911
37,961
88,903
31,343
237,996
46,247
34,13
740,474
786,359
363,741
382,569
457,214
459,684
566,224
498,652
932,857
73,163
829,370
424,858
708,152
370,987
574,26
100,680
367,12
683,825
569,267
139,26
585,58
588,283
486,245
532,453
636,755
141,3
3,257
241,449
380,911
970,701
128,896
997,92
553,416
593,109
963,56
561,273
862,871
459,496
166,225
784,859
724,595
679,659
663,743
800,775
16,949
521,401
679,238
484,57
562,993
380,450
136,575
433,157
892,785
42,625
798,784
148,14
397,46
241,950
427,15
76,539
815,313
937,832
151,62
737,616
609,317
726,864
555,977
410,824
71,177
960,408
264,133
679,802
492,36
63,996
694,880
525,18
264,622
227,916
932,712
457,173
429,272
741,206
846,958
733,986
311,809
756,834
786,971
109,57
769,459
401,183
167,98
435,840
993,954
581,430
566,683
646,713
1,59
221,317
508,126
850,919
61,76
530,514
933,855
242,134
851,238
644,158
246,440
521,676
825,76
477,473
612,857
710,32
764,326
171,711
626,430
569,17
52,994
418,554
419,103
595,99
227,589
391,138
847,447
981,570
243,164
201,278
83,601
909,872
989,666
131,652
840,933
231,453
355,810
579,278
365,646
615,947
784,12
125,688
893,173
747,84
896,133
391,925
729,38
513,843
829,320
33,229
505,27
263,546
440,550
216,608
922,764
684,309
96,273
581,629
37,54
424,923
387,608
788,868
185,423
669,856
584,607
989,302
600,339
467,901
396,214
409,270
236,273
293,430
533,585
857,562
696,735
487,838
579,196
728,585
104,933
778,329
941,805
278,791
994,330
819,357
413,516
323,437
139,4
657,160
636,980
749,860
2,887
76,318
235,429
490,35
576,650
708,669
429,972
756,755
261,326
418,641
429,95
636,919
210,846
999,728
561,881
698,462
929,636
643,482
391,416
295,319
639,980
164,685
39,669
804,456
30,850
426,776
360,951
873,264
135,261
25,164
195,536
728,30
917,564
746,936
44,594
929,723
570,708
406,788
597,831
98,216
513,855
457,848
366,26
85,396
65,553
788,51
440,26
15,245
766,306
496,569
638,707
813,833
526,389
538,522
234,468
569,364
968,784
939,941
685,186
326,369
562,262
53,449
186,557
477,767
97,174
581,879
12,882
524,862
770,51
554,818
80,280
59,175
949,682
930,585
926,566
521,883
109,952
412,145
316,662
218,634
311,427
865,99
724,934
96,161
532,95
902,556
433,789
157,677
96,750
505,399
74,452
41,997
234,594
165,229
347,499
102,215
779,697
372,183
221,907
952,962
762,722
67,149
340,729
141,528
796,427
291,767
330,590
640,361
387,764
947,631
600,517
81,340
68,546
140,868
419,428
826,471
593,33
546,98
388,891
326,573
168,797
938,147
522,918
53,977
998,871
892,797
115,45
309,743
163,906
696,989
988,523
76,576
90,212
539,289
83,899
598,808
402,556
116,930
91,137
777,146
748,170
758,991
104,452
981,910
316,32
811,37
968,776
859,63
957,282
951,221
105,57
488,560
598,921
226,556
379,255
174,556
763,21
965,463
333,727
673,932
674,784
66,680
22,940
89,382
988,38
811,244
481,798
308,505
628,940
401,168
432,997
118,945
811,356
187,853
298,393
127,340
149,840
18,360
925,240
332,926
318,865
43,758
633,398
413,91
147,886
341,949
944,284
623,997
163,352
848,438
328,735
78,595
927,622
956,893
920,172
21,816
793,234
124,973
458,902
258,956
336,569
455,335
936,427
683,57
234,652
287,281
244,615
495,792
898,588
178,72
971,599
954,876
254,929
176,437
528,293
136,889
920,355
619,136
420,585
17,702
778,749
691,378
397,0
322,631
7,991
801,125
158,362
123,516
610,8
941,953
597,934
183,646
751,543
447,232
245,21
908,519
630,356
426,672
362,361
241,500
864,397
452,174
466,131
423,706
356,552
62,32
36,198
880,93
245,190
505,347
454,342
10,559
798,402
475,417
764,407
239,746
108,236
213,801
88,487
746,444
26,878
711,724
211,89
516,916
284,965
253,354
191,147
883,158
85,644
424,170
113,645
607,596
953,275
456,221
528,769
56,70
442,839
551,262
918,103
170,361
806,112
220,960
656,862
401,534
780,529
955,831
169,211
359,89
49,113
858,274
967,388
558,129
725,476
720,115
828,835
44,631
798,988
132,544
631,505
69,228
69,263
568,490
26,554
307,396
679,815
451,271
883,155
697,353
153,727
775,855
301,893
542,982
519,396
190,989
918,895
610,493
521,840
231,8
879,860
832,121
465,359
815,482
14,49
384,646
820,531
392,955
152,300
917,784
820,790
499,841
533,583
278,655
342,804
363,927
617,130
590,261
924,496
369,57
745,530
137,601
843,328
11,759
498,997
817,336
153,543
259,506
799,127
917,20
237,175
87,96
380,395
569,22
195,21
957,587
439,585
78,534
934,305
703,551
235,402
834,381
511,520
0,108
21,938
639,357
939,278
306,216
390,189
671,688
636,604
506,169
159,526
220,760
959,181
351,610
290,617
369,844
57,672
168,691
586,310
38,640
813,520
345,379
729,455
861,866
795,322
622,413
336,707
614,753
866,252
444,381
596,85
235,564
655,653
957,702
918,743
929,589
374,91
456,972
457,875
286,513
62,708
489,793
768,450
907,251
185,928
816,798
508,217
187,300
93,575
287,517
125,962
494,751
624,852
48,51
635,922
951,90
944,883
861,47
484,305
743,532
940,822
154,175
612,463
485,715
708,342
985,321
960,911
873,640
165,129
2,578
237,872
976,378
543,29
591,565
970,297
199,608
818,499
564,809
202,528
668,577
823,74
2,981
369,172
338,32
520,436
800,579
202,969
807,843
710,339
698,256
995,358
57,542
31,971
115,601
965,436
233,9
564,304
990,249
409,487
317,415
228,336
996,732
51,887
657,868
493,315
601,117
611,133
640,240
508,404
439,576
833,205
141,423
606,46
125,544
668,312
504,830
271,650
289,746
884,17
204,240
714,444
96,260
57,113
199,181
48,691
147,292
47,930
193,52
700,313
495,403
792,160
977,725
976,611
86,697
739,406
157,421
548,782
458,964
591,303
698,664
874,626
956,660
443,820
951,879
22,126
706,620
486,149
12,563
631,330
443,585
780,979
562,909
857,654
199,33
175,641
968,149
714,373
492,817
394,15
738,144
915,161
859,637
936,334
954,454
525,464
111,20
434,418
39,635
492,913
737,166
807,399
635,467
737,894
779,365
637,113
44,817
799,302
796,665
184,752
56,339
513,862
247,629
644,682
405,728
886,520
993,411
451,827
422,577
867,148
264,336
376,150
184,538
707,95
330,995
482,465
952,791
937,192
746,699
490,849
82,621
954,978
668,54
610,141
216,313
14,774
774,45
489,383
65,405
893,804
279,109
361,399
756,299
333,140
345,419
246,329
69,982
280,176
621,944
233,827
249,122
224,769
895,734
737,996
171,818
395,977
61,945
742,492
273,111
904,925
330,720
384,977
94,299
956,630
166,334
420,905
611,219
692,640
919,312
59,507
206,62
745,679
570,118
90,595
427,290
166,4
537,85
146,578
993,992
849,570
554,809
622,962
230,954
105,147
509,644
945,356
539,72
300,529
416,326
773,692
539,918
729,256
679,298
902,555
378,370
790,487
228,652
771,326
428,498
595,178
835,131
550,72
56,142
457,504
733,561
278,736
411,917
968,819
616,728
589,729
256,880
561,88
49,653
676,767
255,387
877,975
816,609
520,127
867,45
878,836
417,745
712,967
927,973
679,936
163,208
452,273
146,272
715,693
914,993
615,483
85,70
98,963
905,260
987,830
339,843
635,83
463,755
150,422
431,409
749,584
516,57
501,116
669,105
251,498
932,629
899,890
9,968
368,156
749,58
24,99
552,461
513,121
684,799
915,351
660,222
300,796
789,171
679,412
397,118
784,780
386,920
130,566
789,513
372,647
187,438
253,38
481,706
720,876
959,619
919,975
666,49
277,156
958,684
280,720
569,789
82,63
970,626
146,545
211,93
122,244
530,35
516,510
200,203
263,71
526,211
888,591
274,391
83,180
243,411
593,427
992,512
308,855
641,482
409,841
570,646
753,730
67,344
301,592
58,285
71,362
170,439
428,319
624,339
154,859
30,665
434,540
845,466
138,528
138,72
445,227
544,57
882,698
74,839
34,544
476,940
719,369
68,613
998,480
310,429
444,468
212,629
949,761
501,893
671,958
498,398
801,673
532,139
163,732
53,549
354,286
407,843
282,382
305,224
641,249
681,900
305,397
581,57
216,661
754,551
127,230
708,243
515,383
80,224
152,646
133,254
279,131
831,212
815,291
389,758
269,573
550,389
24,946
885,164
701,78
325,121
864,919
398,84
641,953
428,994
10,873
383,391
